employee_id,first_name,last_name,position,hire_date,salary,store_id,email,phone_number,employment_status
995df646-6096-4cbb-b6f9-62e91941904c,Tricia,Cline,Sales Associate,2021-09-24,88828.38,cd98b095-894f-4b3c-9ade-d375924e8251,cooleyruben@example.org,(433)366-7979x7063,Active
cbd767fd-856f-45fd-a678-d8df4bf691ff,Ian,Young,Stock Clerk,2021-06-17,39220.83,b8476627-e748-4f9c-9c95-b89f2067030e,mcrawford@example.org,381.711.0048,On Leave
dc87971f-9639-4d42-b83e-69e6cb7a200c,Brittany,Miller,Manager,2021-01-24,82826.01,992704e8-2972-4b11-b977-ebd829799daf,padillajoseph@example.org,641.812.0135x7597,Terminated
07a097b4-b59d-4e39-8337-81b5562b133e,Joel,Ward,Cashier,2020-03-04,30848.05,375c01e2-ffbe-45ed-993c-070845bcbd89,kristineweaver@example.org,6435180725,Terminated
402ffa65-c687-4213-91c5-b4a3eaff6594,Lori,Hunter,Stock Clerk,2022-06-27,71658.91,8b8a7e4f-b355-4ef0-be6c-4306d1665581,tonyajohnson@example.com,954.603.3490,Terminated
f71d50fa-af95-4a71-a7eb-fb9633eb6b0c,Julie,Sanders,Manager,2023-09-10,52769.21,0a8f877d-d8cc-47eb-b82a-cae2b7553738,ygarcia@example.net,001-598-378-3280x9322,Terminated
61f67648-39f7-4ad2-b8e0-b85842575dde,Carl,Lloyd,Cashier,2023-06-18,68831.05,535010ed-940f-4c30-9c83-d9a6727dd7ad,jamesorr@example.com,363.994.2207,On Leave
4d037305-9a82-4603-be98-309c2eab2a89,Jacob,Martinez,Manager,2023-03-03,66181.14,25cd1224-8072-4373-a729-16eea4f94de1,dmiller@example.org,737-567-0681x7084,On Leave
71f99a49-93ca-4787-8e06-67ab6c25d516,Stephen,Love,Manager,2023-05-26,53393.51,3b5856fe-05b5-4547-bdd8-be56c619d187,john96@example.org,001-741-823-6897x0899,Terminated
48cf5fc8-3833-4f80-a7cf-33c4288126e2,Randall,Nichols,Sales Associate,2023-11-07,36781.63,7a748102-7317-40c9-8e17-b3d287e5a29a,tracy60@example.net,561.891.3206,Active
31313b89-221d-40ea-a11c-0b063bcc8254,Jessica,Skinner,Manager,2020-01-28,78521.35,a389c490-e009-411e-b8f4-f6bcd7d90b29,ericwhite@example.org,(416)315-1587x97809,On Leave
de905cf3-f57a-48d7-815f-11a03bbdf76b,Jessica,Mcfarland,Stock Clerk,2020-01-31,41326.68,dd8c4478-de16-43e8-afb5-5e4fbb541b67,johnmitchell@example.org,+1-919-309-8338x96794,Terminated
43abb58a-9868-4f54-b969-696652a4d947,Michael,Brown,Cashier,2024-07-06,84836.0,cd63bb57-9bb8-4763-9c0e-d85558023414,vbrown@example.com,7447615083,On Leave
b6e65337-1fa9-432b-8d40-92e7797df976,Raymond,Robles,Manager,2021-10-30,68170.36,3b5856fe-05b5-4547-bdd8-be56c619d187,umartin@example.org,3528807334,Active
67c6993b-5b54-4da6-8bbb-fa2a7b845bcf,Wesley,Rosales,Sales Associate,2021-05-20,37944.27,aa47da0b-47f0-420e-86cd-10c20c3871d8,fryevelyn@example.net,782-240-9323,Active
f6658865-c35d-439a-b9b7-5c1861a4e679,Rebekah,Simmons,Cashier,2022-01-11,80545.03,896baaf8-c323-4f7c-8ca3-b86b12e29b96,yrichardson@example.net,001-835-432-7401x26378,On Leave
8d629fc1-9375-4cf7-a08c-29a4a4e7f275,Heather,Bishop,Cashier,2022-03-20,78420.67,ddcbd191-fe29-4a3c-8fe9-4aeef578ee07,cbuckley@example.com,863-832-5873x7668,On Leave
4af3ffae-7cfd-4151-8789-434d2080856f,James,Manning,Sales Associate,2022-05-03,83128.64,35e5e97a-260e-4bf8-8ae3-4086d5711cfa,spencerbrooke@example.net,(559)978-5313x11347,Active
c9d0fcf7-7ef7-46ce-9819-e80404aa5cce,Cathy,Davis,Cashier,2021-12-14,67973.82,3b72ba9c-c52c-43bb-b189-de92f0677d4c,tiffanyvazquez@example.net,407.744.0528,Terminated
fdf446f6-aaba-405e-9ce5-8cfa2c556efb,Sarah,Scott,Sales Associate,2021-12-03,54959.72,23ee7650-fb4a-4bb9-b239-ceac44df312b,lynnpayne@example.com,5727424651,Active
02d39c0c-fc5c-419f-bd34-9c9fc2365d1f,Vincent,Duran,Manager,2024-06-02,34125.68,cc9b508e-343e-44b6-864e-f10b86408219,matthewfisher@example.org,332.280.1353x40228,Terminated
088883a6-8f3a-4966-8842-4e92331d34ba,Gregory,Hughes,Manager,2022-02-08,29033.18,b4ec6af1-9b0e-48a7-b705-2fb19a1f4aa2,robinmitchell@example.com,7473041443,Active
1dc954d7-ed51-4b9b-9e47-3ca9bc26e398,Julia,Williams,Sales Associate,2020-11-21,70576.26,ec6dff04-c10c-4dd0-a2bb-6f66c901d5b9,woodjoseph@example.com,(267)368-0528x72532,Terminated
f439b84c-6ac0-4107-8e0d-16279831f766,Albert,Moore,Manager,2023-02-16,51432.65,410d5b77-0a68-4d65-be5e-c04be2becffb,sarapeters@example.com,493.551.5534x8675,On Leave
837f68c5-6663-49d6-8377-2c1fd55bd538,Christopher,Hall,Manager,2021-05-11,44811.23,fc0bfc9a-aa38-4248-b591-fd2c2e18bb67,shawn69@example.net,+1-471-456-4066,Terminated
424e83d0-e55f-42b1-8130-40351e08f39b,Tim,Carr,Sales Associate,2020-04-28,39578.03,98fa9f0b-50be-443a-bf29-fef6aee75d32,jenningsmolly@example.net,001-829-262-1325x6134,Terminated
81ce32bc-c364-45a4-9697-e6c9ebe583a2,Hannah,Ellis,Cashier,2021-01-09,31751.95,dfaad970-1310-48b4-ab1c-bdc4f960cbec,wmorris@example.org,001-925-385-6956x916,Terminated
62681c02-9b88-4a7d-9767-1f4eb5c1f4b8,Debra,Wells,Cashier,2022-01-19,55100.77,60e025ba-118a-4d4b-9d8c-6d9e32594e85,stevenfrazier@example.org,8213367086,On Leave
d09e7f02-d434-4458-b80d-dea5282137cc,Tammy,Martin,Sales Associate,2021-02-13,72931.28,c138e6a1-c086-4d92-8800-7ec2be86c08d,dschmidt@example.net,(629)797-1791x730,On Leave
94d8061e-b2bc-4053-a442-e2fa466ea80a,Richard,Adams,Sales Associate,2021-12-25,92530.44,fbbe0ac1-018f-4900-b59a-91776936778a,kenneth95@example.org,398-921-0587,Terminated
ee68ab11-4a3d-4c9a-a707-e4fb182c1095,Henry,Ford,Stock Clerk,2021-11-20,57252.14,652aeecf-c367-4d09-8873-f5b0fde0f4dd,zburnett@example.org,(938)977-5744x1279,Active
aefdc9e5-abf7-4bf7-be85-2632d8edbc5e,Amanda,Davis,Manager,2021-02-07,68972.71,1ef78581-41f7-4400-897f-c6437bd30899,molly74@example.com,+1-799-876-1248x376,Active
bc3b1a71-7369-4cc7-8441-9614a51be653,Bryan,Diaz,Manager,2021-05-18,25649.59,dfb256f3-95a1-4ff7-a125-c3810cc43113,brownkaren@example.com,(676)692-7884x5415,On Leave
95cc56c5-41c3-47ca-a37e-b2c9caad7155,William,Juarez,Sales Associate,2022-01-08,25841.92,e5de50d7-0c54-4a22-8bad-2e7993457484,kevinroman@example.com,660.357.6178,Active
91ff6ec7-225c-4ad8-9be5-a3930e51b90c,Michael,Aguilar,Cashier,2020-02-19,86531.57,7781235c-5645-4eb4-9f8b-f554ec8221e4,corey18@example.com,(265)659-4273x48270,On Leave
f288c1fe-fe67-44bb-8f61-8272f0f2a151,Julie,Weaver,Stock Clerk,2020-11-24,84148.93,8642b194-f205-4c1b-aef5-d6dc91584522,johnstonbrett@example.com,7424828589,On Leave
006a624f-acc9-49a8-9bf6-a1f522c325cb,Andrea,Clark,Cashier,2022-01-10,37125.21,548e6fea-126c-41a5-aaf4-2a16f3177475,nramos@example.com,(431)376-9638,On Leave
96e370ca-fcee-4788-a1b9-133e6f3bbcb2,Garrett,Walker,Sales Associate,2024-03-18,78211.89,f4a2eb23-6cbb-4662-a7ca-0df3234cdc1e,mhayes@example.org,+1-457-391-9708,On Leave
0254b355-6b33-4f60-b738-2c8c3da386cc,Denise,Bates,Sales Associate,2020-03-26,99642.58,18be26a1-4cf5-4b21-95c9-aab011d98e3a,coryhill@example.com,(594)791-5614x0791,Active
1f7f5b05-dd5a-4f8d-b56c-707674a3aaa7,Scott,Owens,Sales Associate,2021-05-24,79787.22,b2b56bb9-595b-4786-b959-ef7d636e201e,dhutchinson@example.net,001-259-949-3297x4409,Active
a8c3409a-5897-445a-9d2b-876d46b9f023,Samantha,Rogers,Cashier,2023-08-16,88761.76,dc3abf2b-34af-402f-881d-75dac07d83cb,uwilliams@example.org,989-531-2872,Active
0e835a81-3695-4b3e-b16a-c24cd5e19dab,Brandon,Dennis,Stock Clerk,2022-11-28,97886.99,a973219e-2fe5-4f1f-8a78-8372a430ab1d,nicolasjohnson@example.com,(297)418-7907,On Leave
d000c10b-52ad-49f0-a13e-aa5f2d6e9f87,Michael,Cole,Cashier,2023-03-05,94468.93,eb54c3c2-f9aa-4beb-ae0e-1d0fdba21237,jennifer25@example.com,952-234-3158x76002,On Leave
d228006b-70fb-498d-82f8-8b37645e73fc,Roberto,Marks,Sales Associate,2023-03-22,25215.71,389eb256-5190-49ab-bd15-327793465b34,campbellchristine@example.org,304-357-7357,On Leave
28914503-4fe1-4923-821b-326c6a112607,Calvin,Shelton,Sales Associate,2020-11-13,79414.07,4fd198c7-ecbf-4a2f-a51f-4f9ccf041f29,steelelisa@example.org,(460)242-9920,Active
1c805492-84b5-4908-b847-2b9466638dda,Mark,Brown,Manager,2020-01-23,79804.23,9d30c906-caa2-4256-ba7c-b0a8f2318531,robinsonmatthew@example.com,001-470-720-5774x3801,On Leave
07313ec7-c204-41c8-9c4b-ae3f9ae1dd65,William,Spears,Cashier,2023-01-04,50943.65,6cffd898-fc24-41c8-9a22-303b00d24d50,vhill@example.org,684-296-1840,Terminated
2bcded4e-7a59-41ce-a44d-82ec1acc665a,Michael,Contreras,Sales Associate,2023-04-11,47295.94,3f8b22b7-f811-46ab-ba6f-7fb216805b4b,ocalderon@example.net,(618)452-3484x509,Active
791c1827-5af5-401b-b45b-2a8c72580116,Bianca,Rodriguez,Stock Clerk,2022-08-31,55435.67,aa4b6270-11f9-4f07-9bcc-142b1a4ba121,williamsjessica@example.net,(777)949-3119x638,Active
4edc92ad-dab3-4c6c-8a8c-ff74e839be9e,Lindsay,Lee,Cashier,2024-02-08,90276.08,c60f70a3-61e4-40c1-9040-d482639c0e27,ugonzalez@example.net,599-702-4688x88020,Active
71e994f4-557b-44af-a99c-e7489b11b795,Sabrina,Pope,Manager,2024-08-30,32985.17,2257b41d-0efe-43d0-9921-b16de9adcdfd,owalton@example.org,9192760403,On Leave
fa45a5e4-3432-49c1-bd14-70c1444696f7,Brad,Glass,Sales Associate,2023-02-28,92591.55,21beb12c-e1c4-47f5-b2ca-a49d8f03c33e,kwebb@example.com,3174104744,On Leave
d71d7b8c-ecdf-4e3c-b461-fe95106e80e1,Deborah,Molina,Sales Associate,2024-05-06,46265.95,1878bc8f-c8a4-42d7-a135-dbff0f38600e,dtyler@example.com,941-878-5670x695,On Leave
ecbfacbb-baef-4af0-9366-0227b8e628de,Andrew,Medina,Cashier,2020-12-30,62646.07,dcd7438f-f989-47f0-a197-7c31addd3bc7,kristiecooper@example.com,(241)751-9730x054,Terminated
d6a90ef1-6c9e-47d9-8295-ab9ca162a90f,Alexandra,Smith,Stock Clerk,2020-04-14,63764.04,bc136f68-0727-42f3-a9b4-64db1c100140,morakimberly@example.com,001-614-723-1178x9826,Terminated
4eeef069-0b45-47b9-9d97-c088d2cfe568,Jacqueline,Noble,Stock Clerk,2020-04-07,28681.55,ff3d3ab3-e6bb-42eb-a988-54b1405ae88f,seanwolf@example.org,(432)934-4598x313,Terminated
50acc72b-42d3-4731-8f01-24ae51e256ed,Sherry,White,Sales Associate,2024-01-17,82785.22,776c60a2-ab70-4bdf-bab1-92edcffccf45,bjones@example.com,(774)607-4866,Terminated
95b6d42a-896a-46d9-9d08-ef5fc84073ba,Donna,Medina,Manager,2024-02-28,57752.02,6d7accb4-035b-4b95-bdbd-702c74d91c21,paula05@example.net,457.639.0406x03666,Active
8aa25bf1-e00c-4289-8132-2e55f42d1a06,Phillip,Lewis,Sales Associate,2020-06-17,84484.47,2e9d47e8-ed15-4618-baa2-81c5ecbd5586,glennjones@example.com,001-556-213-1719x849,On Leave
d78ba046-4ed9-4cad-9610-2efe1f332c9e,Danielle,Hudson,Stock Clerk,2023-07-25,27443.72,8b8a7e4f-b355-4ef0-be6c-4306d1665581,halepeter@example.com,744.412.1830x7339,Active
bd0a708a-06d6-4da2-b8e2-91a83a401db6,Maria,Wang,Manager,2023-02-02,26643.21,46288863-bdaf-4379-aaa6-29ae17ba0849,yhudson@example.net,945-508-9215,Terminated
d6975098-2d3d-45cd-938a-8cbbdbe23fb7,Thomas,Richardson,Cashier,2024-01-09,85888.45,64a5d362-5b59-45b1-a340-eb199ab54401,petersjacob@example.com,001-762-415-5216,Active
343b9fff-1e55-4642-8bc4-9c484739fd55,Nicholas,Swanson,Cashier,2023-04-26,82928.9,7b5e83dc-8df9-44d8-b4ce-c98a5e09620a,rileyryan@example.net,338.795.5111,On Leave
75bb8fca-721f-436c-a505-0735c5b55121,Edward,Roberts,Manager,2020-06-15,96134.53,6bd22d6f-234c-4a78-9ee5-2d1c3eef1555,lbryant@example.org,(610)617-9446,Terminated
18e4c016-efdd-4a12-ba94-28de58236ca3,Samantha,Stanton,Sales Associate,2020-09-13,41825.02,6339239c-6c5d-4d43-b59f-9b7f0bfc2265,sandrashepard@example.net,617-969-4544x8947,Active
6fa4ee04-4109-4f52-b771-6290f1a6e7c6,Claire,Cooper,Stock Clerk,2022-05-23,27588.41,bff160a3-fe07-4d89-af88-160a897b759f,rachaelwilson@example.org,(881)834-5464,Terminated
a5f26bd1-78c7-4bd4-9336-9104a6c228b7,Jennifer,Moore,Manager,2020-06-25,83836.84,8dab30b8-15d6-4601-81cf-b4cf4230d8e1,epaul@example.com,882-531-0011,Terminated
7480c6d4-7dec-449f-aae3-fc091b4d5833,Sandra,Ortiz,Cashier,2021-01-13,46580.04,a352db01-2466-4264-866e-7321be7f0284,susanrobinson@example.com,+1-508-723-4116x068,Active
786689ec-6203-4eb2-926e-9ed1e3458e5c,Shane,Long,Manager,2021-06-06,89705.47,530568f8-d945-43c4-89d9-38399890a78b,millerbrandon@example.net,001-672-596-8181x0503,Terminated
23e44185-826d-4d0c-942a-4c8caad6f367,Francis,Martinez,Sales Associate,2021-05-06,71841.31,cf051198-0c54-4d41-8f23-cc62400df9d9,drakecody@example.net,555.756.5621x787,Active
5d8071f6-501e-495b-a139-95359b5d019e,Tamara,Henderson,Stock Clerk,2021-09-18,44344.66,6339239c-6c5d-4d43-b59f-9b7f0bfc2265,ukelley@example.org,(484)963-5628,Active
6adca40c-27cf-44da-ba50-cf26df65f634,Bradley,Glenn,Manager,2023-08-06,94958.81,ae98cd4b-11cf-4516-b86d-3aaee5958f68,xmoore@example.net,220-322-2939x42211,Active
7e564d67-a49f-4c08-90b4-49786da8873a,Jeremy,Benitez,Sales Associate,2020-05-31,70114.76,66f88e61-2b28-4e93-8d4d-b169fb7e69c8,michael50@example.net,001-890-735-7510x223,Terminated
b8884c23-0484-4901-9edc-6b1f0ca1ec0e,Robert,Armstrong,Cashier,2024-01-18,87302.75,b9510bbe-00fb-489f-b0d9-7200638f066a,john52@example.net,+1-336-285-5451x76781,On Leave
4e1f1637-f277-4601-b788-cfc4f09369f5,Logan,Estes,Stock Clerk,2023-04-19,57326.55,346268e4-69b8-468c-b8ba-c06e9bdda8c7,stephen37@example.org,+1-318-313-1036x97306,Active
a292f3bf-6ce7-4b05-9fac-b32d452925eb,Cody,Woods,Sales Associate,2022-01-12,63028.61,9f16c59d-2edb-48bc-950e-4b8c7cdfbf66,brian60@example.com,631.221.0277x8282,Terminated
770f5f48-e453-45a4-8734-a554e1343c39,Jose,Chen,Stock Clerk,2024-08-15,73325.09,8dab77e7-2843-42ab-9c1e-f8e507834f8e,wendymata@example.net,001-465-597-3446x9516,On Leave
cb8e450f-170e-43e8-9c2a-81856989e0b7,Brian,Levy,Cashier,2022-02-21,49670.02,b124cd87-1a9c-49ab-928b-e4500ebe9069,blankenshipanthony@example.net,+1-810-991-8019x1321,Terminated
5f555d74-2afe-4eeb-8d27-e1eaa010353a,Douglas,Norris,Stock Clerk,2024-01-12,63238.4,5e7da933-0c2c-4d18-9c0e-dfa04cce2cf7,hamiltonrobin@example.net,212-395-6500,Active
8a991102-1410-4332-a713-cd8f5c6aabac,Hannah,Johns,Stock Clerk,2023-02-12,37799.68,fe3c4691-254f-4bf4-af1a-1dcf9cf70a21,taylormichelle@example.com,(299)394-1479x43378,Active
ed145363-c02d-4daa-a48b-c6fb9a178987,Shane,Wilson,Cashier,2023-12-16,48849.71,7a90e65e-db4a-41ed-9305-5f1094b4a501,kathleennunez@example.net,807-559-9407x44207,On Leave
c99fac78-0c35-4d2b-8fa2-7818a3704089,Tara,Perez,Stock Clerk,2024-07-04,56123.6,b6cf84f2-410d-4145-bcf0-8fc61c6b40a7,ronald41@example.net,001-948-269-1708,On Leave
93d06c55-b094-4972-8f26-ff17a6f4ecab,Jamie,Ross,Manager,2020-01-20,34224.11,5a68fa4f-657b-4885-a8b3-dc47dcbf6ff4,vicki98@example.net,+1-868-255-3431,Terminated
d8d9c7f4-88d0-4ae1-9f94-630dbde72c5a,Michelle,Buck,Cashier,2021-03-03,33045.18,b369cdeb-ea5b-4f1f-ad2a-decf53d28abd,crystalrogers@example.com,+1-336-278-0371x2807,Active
3dc1a80f-e194-4d3e-9ea8-d4a69f3f1dc4,Caleb,Sullivan,Manager,2021-12-30,54137.03,b5ed03a8-9d3c-43f2-a5b3-cc6e94b38f56,beth31@example.org,270-867-7767,On Leave
158a1b19-80eb-4e3a-afb4-f52bab4aaa13,Jennifer,George,Cashier,2020-05-28,43079.15,dcd7438f-f989-47f0-a197-7c31addd3bc7,pvelez@example.org,726-521-9445,Terminated
09fc430c-65d2-4dd9-a4de-caf166b9d7d4,Ann,Wang,Sales Associate,2024-01-05,86056.74,80afad76-62a7-48b3-b750-4ae51f1e7ac8,vjohnson@example.com,+1-990-649-4975x929,On Leave
1c444421-3310-4e31-b7fb-dc0ab94669d0,Alex,Brown,Stock Clerk,2022-10-15,37959.15,9c17cad1-4691-4bf3-932b-ef6cc28629f0,weisstracy@example.net,706-737-8325x68635,On Leave
5f9dc7bf-af73-4968-9f76-91d7da34d0d7,Tracy,Hartman,Sales Associate,2020-05-08,31491.57,242580ec-134d-47c4-ba6c-db8140937280,millerlisa@example.com,380-972-1474x077,Terminated
c8749db0-da50-425c-a41d-89884bcfd5ac,Matthew,Welch,Cashier,2023-12-30,87383.03,4482914f-2d11-4e14-81e9-bb0d239e0a65,bennetttiffany@example.com,(304)275-9760x908,Active
d94953fb-ac13-4ec1-b274-39112c67b908,Sherry,Howard,Sales Associate,2021-04-18,71074.94,89c49077-b0c2-4cd1-be19-cc7f3a6905f8,qmcdonald@example.net,+1-255-374-0794x3521,Active
73253b1e-7425-4a3f-9a82-68f7adac5307,Paula,Mills,Sales Associate,2021-08-15,33835.19,6eb890ce-9024-467f-914d-7c8a0b31bec5,zgarza@example.org,(502)226-4171x520,Terminated
f43acc49-306b-4253-aefd-e8a5cd48bfd9,Elizabeth,Taylor,Manager,2021-11-09,45982.95,f2992060-2242-4ca5-9ea5-7179fbaf5533,warrencameron@example.com,8492715028,Terminated
8e0c9385-6166-49ba-9036-4f8b3a07fb93,Larry,Thomas,Sales Associate,2020-07-29,40244.59,ad1650c7-0d8b-424a-bbbc-a519bd3006af,yking@example.net,+1-306-693-2908x28036,On Leave
a2e07b73-3091-4502-bf0c-7b120ec2e32b,Brandon,Sutton,Sales Associate,2021-06-13,99426.35,48d0dcb0-41bb-4f7b-87d5-329c5dc06d40,hernandezchelsea@example.net,902.257.1259,Terminated
