supplier_id,supplier_name,contact_name,contact_email,contact_phone,address,city,state,postal_code,country
b7f74ce5-b055-42a5-8a45-28263a3f701f,Foster PLC,Ronald Miller,christina73@example.com,609-408-8780x0834,"5274 Amber Mill Suite 169
North Mariahaven, IN 28398",North Sarah,New York,29817,French Southern Territories
a52cb2aa-7dfb-48aa-88de-e68f79f1cdc2,Chaney Inc,Benjamin Simmons,qharvey@example.org,(800)935-3501x45837,"PSC 9188, Box 0519
APO AA 28617",West Abigailfurt,Vermont,40970,El Salvador
c7cbd684-67ed-4048-b637-7c091c12731c,Owens-Short,Angela Mooney,garrisonsara@example.org,4432262216,"30473 Johnson Common Apt. 674
Ramseystad, HI 80909",Jadeland,Utah,84320,United States Virgin Islands
b7127ec0-6c5c-40ce-8e5b-83874442370d,Walsh LLC,Adam Buchanan,fisherbrandon@example.net,001-864-620-2340,"827 Vincent Ramp
Richmondfurt, OH 60139",West Dianabury,Virginia,29496,Saint Lucia
00826470-339e-45dc-b0de-636b3a7db39a,"Colon, Turner and Gonzalez",Mary Buck,ashleecarter@example.net,(856)507-0288,"067 Kelly Shoal Apt. 184
Burkebury, KY 03599",Rebeccamouth,Hawaii,90545,Guyana
8267ac4d-bbed-4dc5-b700-2df8f8638c94,Walker LLC,Jessica Murray,ifreeman@example.net,345-538-0195x0707,"30388 Brown Crescent Apt. 876
North Phyllis, NH 15574",West David,Colorado,64854,Marshall Islands
f4f0a9e8-5509-4387-baae-0202937e2b93,Cook-Brown,Christine Lambert,mlane@example.org,+1-779-317-4853x11840,"7310 Kristina Stravenue Suite 162
North Ericaburgh, WA 78496",Hutchinsonmouth,New York,48741,Swaziland
608b1ad0-1787-4acc-bf6e-1612091619a1,"Allen, Green and Carter",Linda Roberts,jimenezsamuel@example.org,(488)223-8318x92386,"59393 Amanda Port Apt. 432
New Seanmouth, IL 24114",New Josephtown,Tennessee,38314,Lebanon
1e94ceb5-8f38-4b5b-acfd-a81e2fb20480,Hodge-Blackburn,Matthew Oliver,antoniomarshall@example.net,(348)969-7814x943,"034 Myers Plains Suite 289
New Mary, RI 24803",Mooreshire,Kentucky,74461,Barbados
885e0227-757b-44dd-b10e-2687f403458c,Hudson-Guzman,Destiny Newman,juliamartinez@example.org,001-985-274-8760,"1421 Mary Dam Suite 203
Thomasfurt, KY 51273",Rebekahside,North Dakota,02178,Saint Helena
1b186f3d-710a-450d-83c3-a1795aeed456,"Gray, Santiago and Fitzgerald",Nancy Kelly,lisa84@example.com,274-293-6937x13057,"21018 Kyle Turnpike
Mackenzieport, NE 63018",Johnhaven,Utah,82959,Luxembourg
2a29bfe7-9f85-48da-ab01-76ce57de35bd,"Newman, Brown and Rodriguez",Jordan Washington,glang@example.net,(790)677-4055,"32261 May Tunnel Suite 734
Jeffreyfurt, AS 84727",Port Jennifer,Maryland,25967,Finland
2a2b01c8-a9cb-447b-aaa0-7614c237c34a,"Campbell, Holder and Carlson",Ann Cunningham,katherine29@example.org,973-381-0585,"46583 Erin Avenue
Martinville, FL 39110",Davishaven,California,29673,Liberia
5fa4f49c-4274-42e2-b159-a142211639a8,Stewart-Mueller,Donald Morgan,joelcook@example.org,376.372.2716,"0074 Joseph Route
Port Christopher, MO 93055",North Bretttown,New Mexico,91894,Azerbaijan
7778675f-0267-4f8e-a3b2-9ba1bd004e46,"Haley, Nelson and Ross",Donna Hudson,andersonkaren@example.com,+1-623-354-0288,"98287 Williams Knoll
South Jose, FL 59744",Samuelhaven,Rhode Island,98697,Switzerland
d9cec5c4-ff0f-4c6e-ae92-4e9f03b11136,"Reynolds, Miller and Lowe",Mark Ross,alexmcgee@example.com,(441)904-2739,"060 Jeffrey Rue
Wilsontown, DC 33402",Lake Lauren,New York,48125,Sierra Leone
efde5856-cbbe-4686-905e-f39a98ff1ca0,Jensen Group,Caitlin Rivera,robert86@example.com,+1-850-680-5338x963,"463 Christopher Fork
Lake Patricia, NE 04139",Vazquezshire,West Virginia,66157,Nepal
b6989e77-1321-4177-bd44-41b272cdbee2,Curtis Group,Michael Ramos,hlee@example.com,001-385-289-6343x3500,"USNS Stein
FPO AP 89317",Lake Joseph,Missouri,01931,Germany
aaf4274d-186c-4f33-9593-f927ab980664,Campos LLC,Brenda Campbell,julieorozco@example.org,(753)456-0308,"153 Michael Mountain Suite 338
South Nicholas, MP 25724",Wagnerbury,Florida,23568,Angola
45d30731-6ccc-4877-804b-a811de0843f9,"Moss, Moreno and Lambert",Russell Harmon,mikayla68@example.com,776.841.7711x6878,"23717 Danielle Springs Suite 566
Barberhaven, MN 95511",Darrylland,Nebraska,05641,Philippines
f3038d3e-1b90-43c5-ac2b-d8e1dcbab66a,"Nguyen, Diaz and Ramirez",Christopher David,carlos50@example.org,001-871-350-4839,"8347 Lisa Run Suite 188
Ronaldside, PA 05712",Nortonborough,Oklahoma,25662,Burkina Faso
7d9711bc-fabb-4cea-b9ca-6e19906861d6,"Lambert, Mccormick and Young",Mary Walters,dcowan@example.com,263.618.1134x74026,"Unit 0125 Box 3420
DPO AE 29697",Nortonhaven,Kentucky,46671,Saint Lucia
91d77e66-0d91-45ce-88db-ad90b90f27a4,"Hooper, Benson and Dennis",Andrew Collins,brandon70@example.net,(345)665-6785x3243,"9718 Zachary Drives
South Joseph, MP 62786",New Veronicaport,New Mexico,45483,Singapore
64159fa2-7b79-4f15-b710-b6a1ddfcf5f0,"Jones, Robinson and Brown",Jonathan Williams,wchandler@example.net,950.211.8413,"72099 Jason Camp
South James, VI 31432",Charlesburgh,Utah,50630,Antigua and Barbuda
477d7bfc-9bec-4e73-802b-3a8c9d3d5d1e,Clark Group,Mark Whitney,briannichols@example.com,001-515-589-1114x04926,"Unit 1702 Box 3089
DPO AP 13590",West Stacyhaven,New Hampshire,93864,Bosnia and Herzegovina
77c56c83-c10e-42f9-8338-2ba22382da46,"Moore, Hill and Castro",William Williams,claykyle@example.net,(535)594-8678x40124,"933 Jason Flat
Dawsonmouth, HI 19562",Reginaldhaven,Oklahoma,70141,Eritrea
0b518125-f69d-4eae-ae0e-6c27dd09c996,"Jackson, Cook and Rangel",Thomas Cooper,amberhernandez@example.net,834.669.0817,"571 Jennings Mission Apt. 116
West Richard, MA 40888",Griffinside,West Virginia,27291,Brazil
4caaa497-af23-45ef-9fc9-0b2076b6eb4a,"Neal, Pope and Garcia",Jamie Turner,stephaniezimmerman@example.net,6367474132,"9846 Amy Meadow
Wolfshire, MT 71944",South Andrestad,New Hampshire,63055,Guinea-Bissau
121af8b9-1d8c-48b2-a96e-e24364a047b9,Garrett Group,Richard Walsh,rscott@example.net,+1-461-680-9997x3189,"86697 Franklin Village Suite 400
Port Hannahton, NJ 14250",Ricardoton,West Virginia,16554,Lao People's Democratic Republic
de7e7651-2d3b-42f4-b4b6-27025c7eddd7,"Harrison, Quinn and Ferguson",Caitlyn Hernandez,michael62@example.com,536.606.3910x2022,"583 James Wells Apt. 725
Millerport, MA 87000",South Victorialand,Wyoming,64249,Cook Islands
9ee82745-8692-4f3a-8139-a328aaae90c6,Rasmussen-Powell,Rebecca Castro,fernandeztiffany@example.org,648-211-1626x3051,"PSC 9134, Box 3249
APO AP 92651",East Mark,Minnesota,17417,Kenya
f2384f38-84c7-4c71-9f19-e11045155a79,Johnson Group,Brian Jensen,nashrenee@example.org,866.626.5878,"Unit 6948 Box 4906
DPO AA 26038",Sawyerton,California,23621,Bosnia and Herzegovina
cfc11ce0-40e5-4ad2-be62-2e0cc56a1dbf,Berry-Hoover,Jasmine Bishop,lisa78@example.org,784.673.1412x75124,"920 Jones Shores
Calebchester, WA 05122",Derrickfurt,South Dakota,35146,Egypt
a044bec7-7ab1-4196-9685-1b25ed29a109,Gray-Gonzalez,Austin Hunt,wardjill@example.net,+1-281-605-6584x2141,"732 Julie Lodge
New Jessica, AK 68477",Aprilburgh,Nevada,96475,Congo
42a879f8-de19-43f3-b965-5d0e029d7052,"Ward, Lane and Escobar",Kerry Skinner,baileycorey@example.net,(598)699-3695x495,"125 Riley View
Port Julie, IA 75752",New Kaylashire,California,39292,New Caledonia
53c63620-6d79-47d6-8d2e-75a5d1685194,Stanley-Macias,Suzanne Peterson,walterperez@example.com,231.454.9105,"704 Theresa Hills
Stewartshire, SC 27288",East Michaelbury,Arkansas,16082,Indonesia
3e9dbb33-146b-412a-8054-8955ca27f7f7,Clarke-Long,Molly Myers,mark49@example.com,+1-659-583-2413,"28025 Johnson Road Apt. 534
Lauriemouth, AS 18452",Tylerberg,Michigan,27510,Trinidad and Tobago
b24fcfe9-e26c-4734-9865-9eb988b06d46,Duncan-Wilkins,Elizabeth Andrade,kthompson@example.com,333.414.8467x719,"657 Bowman Extension Apt. 918
Wilcoxport, AS 99087",New Franciscoton,Oklahoma,47968,Croatia
6dc4e6bf-e3a8-4b07-b7b7-9151f030e359,"Fitzgerald, Stevens and Robinson",Carlos Castillo,wmiller@example.net,+1-423-863-5598x3707,"28823 Gutierrez Isle Apt. 670
Wilsontown, ME 89542",North Andreaburgh,Florida,95674,Canada
da233d70-7a7f-4644-9a93-d72357e7b937,"Jones, Krause and Berry",Paul Kemp,wellsdesiree@example.net,+1-558-479-2081x402,"8970 Thomas Ramp Suite 918
Jonesfort, DE 50777",Lake Davidburgh,Nevada,87237,Grenada
f6eae8e6-c264-4217-8828-3a39ef9245cc,"Park, Miller and Long",Sharon Holloway,jacksonbeck@example.net,280-840-7453x60129,"894 Reeves Place Apt. 695
West Alyssa, KS 46285",Dustinfurt,Maryland,27488,Gambia
58621828-a6e2-4db3-a0d7-168239744c3a,Simmons-Foster,Frank Smith,zmccoy@example.net,394.807.9792,"79192 Moore Court Suite 471
East James, SC 23268",Thomasmouth,California,25953,Germany
71ab1bb4-1835-48b3-a64f-fa396f81db35,Vazquez-Walker,Justin Bowman,ubaker@example.com,811-649-4242x7405,"67424 Mosley Curve Suite 920
Cooperborough, MN 88809",Ramosville,New Mexico,99029,Saint Martin
9a2f4caa-4b75-4a2d-8520-f363c298b69b,Cherry-Myers,Adam Turner,daycolin@example.com,416-724-9123,"1952 West Streets
West Cory, ID 06906",Taraville,South Dakota,64920,Saudi Arabia
8700476a-81b2-4670-86b4-ccf29826a8ab,"Mcguire, Price and Carter",Alyssa Jackson,brownjacob@example.org,8254765673,"Unit 8865 Box 4603
DPO AE 71277",Hoganmouth,West Virginia,27151,Mauritius
e614ba2e-c9f9-4bb2-820d-77aeb5652ed9,Compton Group,Jason George,sandrakim@example.com,899.636.0040,"172 Gina Road
Lake William, IN 53249",Burnsburgh,Connecticut,54295,Antarctica (the territory South of 60 deg S)
54d30635-4930-4863-89d8-fc7e449796be,Fox-Baker,Tony Henry,ashleyfernandez@example.net,001-518-415-6291,"468 Kaiser Lock Suite 301
Lake Mary, SD 05014",North Felicia,Connecticut,20358,Czech Republic
7a891843-fc45-4d62-98e8-592853721746,Cooper-Perez,Anna Johnson,darrellrivera@example.com,840-458-7139x59557,"284 Diana Mountain Apt. 116
Bendermouth, AS 90206",East Royfort,Michigan,80495,Saint Martin
95805376-4cf9-4c75-b58e-2923ad068f0b,Richardson Group,Manuel Thompson,pooleamber@example.com,212-546-2103x18520,"0057 Victoria Plaza Apt. 607
New Matthewmouth, VT 76111",Christinaside,Oregon,30953,Australia
